Name,Birth Date,Phone Number,Own House,Country,Zip Code,Year,Time,Longitude,Latitude
Douglas Hansen,1987-09-03,+44141 496 0997,NO,Martinique,52332,1987,02:29:41,25.216217,41.514355
David Mullen,1971-02-09,+44(0)116 496 0037,NO,Afghanistan,70717,1984,17:34:13,-46.715293,65.1969795
Steven Lawson,1971-06-13,0909 879 0477,NO,Seychelles,51510,2015,02:44:38,-173.233418,-69.166827
Rebecca Gregory,1995-06-20,+44117 496 0629,NO,Monaco,30686,2019,23:27:24,-4.259849,34.483318
Edward Peck,1998-09-04,(0113) 496 0062,YES,Japan,61247,1979,14:05:09,133.740240,89.0224885
Anthony Anderson,2001-02-12,01632 960026,YES,United States Virgin Islands,39439,2005,19:33:27,18.974205,-9.509645
Jeff Lewis,2007-05-12,+44121 4960575,NO,Dominican Republic,46738,2017,02:01:57,31.550793,-53.2916255
Patricia Wright,2000-03-22,01632 960 357,YES,Bhutan,07921,1998,01:50:53,-87.881086,4.6874355
Bethany Boone,1982-11-04,+44(0)151 496 0283,NO,Zambia,77324,1996,15:44:34,-69.048418,-36.355073
Kathryn Bennett,2016-09-29,0191 4960777,NO,Samoa,26674,1996,12:52:14,152.693979,19.783297
Adrian Castro,1994-02-03,+44(0)1154960371,NO,Panama,12592,1979,18:52:01,-88.769344,58.451778
Victor Smith,1987-01-07,+44131 4960324,NO,Turkmenistan,59171,2008,01:41:56,-23.399314,4.402959
David Schneider,2004-07-23,(0808)1570565,YES,Dominican Republic,02780,1982,03:58:22,32.505705,56.188737
Hannah Vargas,1973-04-19,(0808)1570184,YES,Montserrat,22006,1987,11:53:52,-54.564309,-10.7488335
Thomas Tran,1973-06-04,(0131)4960343,NO,Bahrain,88905,2006,23:23:21,-17.641109,-0.5748495
David Aguirre,1985-07-14,0117 496 0122,YES,Japan,08967,1984,22:51:09,24.799429,-30.6659325
Courtney Jackson,1998-02-22,+44116 496 0140,NO,Syrian Arab Republic,81490,1993,00:12:30,-124.064213,76.2706495
Andrea Parrish,1989-12-22,+44116 4960228,YES,Liechtenstein,84050,1982,23:06:09,-177.275186,-27.732993
Christy Wolf,2004-02-13,+44116 496 0437,YES,Antarctica (the territory South of 60 deg S),44884,2021,21:59:35,27.320613,-79.5548635
Steve Howard,1989-04-13,+44(0)2074960607,NO,Tajikistan,60643,2011,01:31:26,-36.137413,51.4622035
Lindsey Brooks,1979-02-18,+44(0)20 7496 0152,YES,Libyan Arab Jamahiriya,11697,1987,16:45:59,-131.622004,24.5957385
Deanna Horton,1990-04-28,+44115 496 0674,NO,Denmark,54859,2013,23:08:32,53.004084,25.5506695
Susan Flores,2012-05-14,(01632) 960895,YES,Rwanda,92571,1985,06:38:54,-140.329388,10.054552
Faith Schneider,2001-11-21,0191 4960533,NO,Somalia,75682,1980,12:40:26,-10.256152,7.0900705
David Gibson,2009-05-20,+44115 496 0908,NO,Togo,11152,1976,10:24:45,-127.753359,0.7002055
Angela Krause,1980-05-04,029 2018 0616,NO,Jamaica,11820,1994,18:34:05,-72.009766,-62.078824
Timothy Hammond,2009-04-26,+44(0)121 496 0772,YES,Egypt,92135,2013,00:05:48,12.556358,2.679095
Louis Phillips,1990-08-15,+44191 496 0558,NO,Qatar,06276,2005,19:12:09,-121.060411,-7.023556
Jeffrey Newton,1995-10-29,+448081570809,YES,Japan,97394,2002,09:32:07,-15.401292,66.896618
Eric Miller,2019-05-21,+44115 496 0918,NO,Seychelles,92000,2004,08:48:45,7.830904,47.3454545
Dr. Matthew Brown Jr.,2013-06-02,01184960994,NO,Oman,20946,1991,11:49:50,-168.517208,88.315763
Alec Baker,1994-08-14,(029)2018118,NO,Antarctica (the territory South of 60 deg S),32820,1992,00:09:33,-85.461103,47.2307955
Alexander Mann,1991-09-09,(0118) 4960324,NO,Slovenia,78196,1994,18:17:57,-39.343714,6.175578
Laura Freeman,2012-12-31,+44(0)28 9018 0498,NO,Pitcairn Islands,14190,2004,09:24:54,-65.600228,79.900039
Diana Lopez,1973-03-29,+44(0)161 496 0947,NO,Congo,66404,1998,09:11:37,151.765423,43.6630805
Thomas Scott,1981-06-28,(0113) 4960540,YES,Australia,11839,2019,05:29:48,105.692104,-76.378815
Jessica Jordan,1991-01-10,+44117 496 0025,NO,Saint Kitts and Nevis,51016,2014,22:53:45,-135.586706,-87.9859175
Joshua Shaffer,1991-11-28,01134960646,NO,Cameroon,30636,1993,02:20:22,27.999908,61.1302395
Tabitha Tucker,1988-07-19,+44191 4960905,NO,Western Sahara,93528,2015,14:21:36,46.508232,-85.0653125
Amanda Hall,2010-03-25,(0808) 1570505,NO,Turks and Caicos Islands,42784,2006,13:06:26,-2.839000,6.6379945
Erica Travis,2001-08-07,0113 4960067,YES,Ethiopia,61991,1998,07:31:47,-33.477990,-82.8055905
Henry Patterson,1997-04-14,(0161)4960077,YES,Palau,23426,1970,22:15:17,-90.416834,-89.4378505
Nancy Burnett,2008-04-11,+44131 4960419,YES,Comoros,83709,2001,15:41:29,-42.428755,-33.2226985
Jennifer Fox,1985-10-22,+44(0)1514960481,YES,Faroe Islands,52984,1984,00:33:47,-54.216712,4.449221
Timothy Stokes,1977-07-16,+44(0)151 496 0145,YES,United Arab Emirates,88602,1970,21:44:09,108.450161,-56.4876955
Joshua Wallace,2010-07-12,(01632) 960 708,YES,Afghanistan,49960,1990,22:25:18,-15.456359,-44.527377
Michael Williams,1980-12-23,01144960961,YES,Uganda,32744,1996,14:14:29,-39.910406,-84.960508
Courtney Perez,2008-08-11,(0191)4960445,YES,Papua New Guinea,83626,1997,05:30:34,-97.548798,-47.095557
Megan Miller,2008-07-26,+44(0)114 4960142,NO,Faroe Islands,10077,1997,20:25:09,-13.727698,-5.750536
Jennifer Johnson,2007-02-04,+441174960155,NO,Kuwait,55801,1985,23:05:37,171.437880,59.202655
Amber Knight,2016-03-17,+4428 9018953,NO,Lesotho,14218,2004,05:18:35,-5.735966,-1.7981395
Valerie Burke,2012-07-17,(0131)4960992,NO,Australia,76737,2007,03:38:03,85.679157,73.831912
Lauren York,1986-01-29,+44161 496 0930,YES,Marshall Islands,69483,1977,01:51:55,85.205266,-44.6658235
Anthony Bennett,1986-09-06,0115 496 0263,YES,Aruba,09345,1997,04:00:45,-64.723456,-67.0978975
Andrew Hooper,1992-07-29,(0117) 4960761,NO,Indonesia,66627,2016,11:54:55,119.481901,-82.6411375
Susan White,1972-10-18,+44(0)161 496 0246,NO,Grenada,82471,1980,04:38:37,129.673429,-5.2490015
Ann Brown,2013-03-08,(0909) 879 0310,YES,Mexico,66946,1994,17:57:05,-37.970133,-60.738689
Mariah Garcia,1973-10-14,(020)74960272,YES,Solomon Islands,48669,1986,17:53:47,86.231993,-80.2640505
Christopher Jacobs,2003-03-12,0115 4960591,NO,Cambodia,93699,2016,12:08:20,36.570889,-57.687263
John Morales,1999-07-05,+44(0)1414960266,YES,Angola,39499,1973,00:51:53,58.128675,-7.339494
Lisa Weaver,1976-07-12,+44191 496 0269,YES,Tonga,57386,1979,06:40:46,-47.922482,-56.880864
Ernest Ramos,1980-06-07,(0113)4960205,YES,Denmark,18308,1983,08:12:48,73.115387,54.516554
Christopher Calderon,1996-06-16,+441144960266,NO,Zimbabwe,42831,2007,12:29:53,168.388797,-47.7646635
Jody Atkinson,1990-08-28,+44(0)161 496 0006,YES,South Georgia and the South Sandwich Islands,31458,1983,17:56:54,138.579217,27.064028
Brandy Burns,1989-07-30,(0131) 4960594,NO,Macao,65690,2008,12:55:52,-58.751794,5.1589445
Jeffrey Harris,1990-08-29,0141 4960922,NO,Jamaica,20947,1992,06:58:23,29.322274,-69.702321
Sara Smith,1999-04-29,0151 4960458,YES,Guinea-Bissau,52113,1971,08:36:05,73.563243,-32.087329
Brittany Reyes,1998-09-13,0115 496 0787,YES,Guadeloupe,82624,1976,05:25:56,96.213930,-8.2709555
Eric Wood,1989-01-02,(0118)4960134,NO,Guatemala,92957,1987,07:39:09,115.697329,-65.6926975
Caleb Watson,1994-09-26,+44(0)115 4960914,YES,Liechtenstein,27831,2012,08:39:34,-90.482769,-57.7087755
Daniel Montes,1996-08-10,+44909 879 0804,NO,Italy,85820,1996,20:59:48,-43.254692,-80.172504
Jacqueline Higgins,2011-08-04,+44(0)117 4960261,NO,Luxembourg,96852,2003,06:52:44,-91.708050,-45.937927
Bernard Newman,1986-08-22,(0141) 496 0940,YES,Cambodia,35181,2017,10:01:13,-48.955154,88.966637
Kimberly Mays,2009-02-24,+44161 496 0898,NO,Chad,98698,2021,01:30:32,-72.835654,36.4422445
Thomas Wright,2010-06-26,0118 496 0163,YES,Moldova,90989,1979,20:37:22,-175.771156,19.501861
Michael Bailey,1975-09-07,(0131)4960739,NO,Romania,77256,2000,10:09:09,-156.605065,-25.201775
Andrea Perry,1997-10-06,0116 496 0921,YES,Antigua and Barbuda,88481,2005,20:13:00,-86.598407,48.1432875
Dr. Keith Fields,1970-03-06,+44(0)9098790657,YES,Haiti,36475,1972,15:07:13,-111.292026,45.0790845
Victoria Schultz,1998-12-14,+44(0)909 879 0272,NO,Armenia,44019,1987,07:39:56,156.668989,20.4142765
Alejandro Garza,1988-09-01,(0808) 1570217,YES,Latvia,53389,1987,05:00:56,107.447284,-26.473786
Isabella Murphy,2003-06-05,+44808 1570189,YES,Poland,20212,1996,20:56:21,-10.895418,-56.5699165
David Payne,1988-11-06,0909 879 0334,NO,Australia,23071,2000,21:45:42,163.751559,-56.6689905
Robert Malone,1993-10-13,08081570822,NO,Bouvet Island (Bouvetoya),77318,2011,00:45:34,88.062627,-77.613399
Stephanie Reynolds,1990-04-08,(0909)8790950,YES,Malta,94711,1992,14:28:56,83.505907,-85.484734
Kelly Ali,2001-01-31,+4429 2018419,YES,Tunisia,71370,1975,00:16:43,-106.105058,89.6306575
Michael Klein,1998-08-25,+44(0)118 496 0543,YES,Armenia,40632,1986,20:09:36,5.304259,-72.619272
Cynthia Barajas,2012-12-07,+44(0)116 496 0210,NO,Taiwan,90138,1970,01:23:21,125.817313,-80.3983475
Andrew Collier,2005-09-02,(0151) 4960850,NO,Paraguay,90567,1973,08:20:29,-172.356696,68.386296
Eileen Carr,2010-02-12,0292018289,YES,Sri Lanka,13562,1983,15:17:25,-52.935524,-80.330435
Roberto Arroyo,2018-01-21,+448081570455,YES,Serbia,18914,2012,15:24:39,151.998314,31.2090005
Adam Nelson,1990-03-17,+44117 4960362,YES,Bosnia and Herzegovina,91499,2006,23:41:30,-112.129633,-30.852564
Angel Green,1998-03-31,0141 496 0266,NO,Jersey,18096,1987,14:43:28,-18.444778,-74.8153425
Melissa Carpenter,1981-11-16,+44131 496 0270,NO,Mali,55012,2005,12:54:43,-149.928985,28.489507
Stephen Kim,2004-03-03,+441314960467,YES,Central African Republic,09828,1993,00:40:41,-159.988735,-61.767342
Steven Jacobson,1992-10-01,(0116)4960823,NO,Georgia,63847,1999,05:27:58,4.301177,-21.0049125
Kendra Harmon,1994-07-20,+441154960951,NO,Fiji,46615,1977,05:27:09,158.248882,-42.2604955
Eugene Huffman,1970-04-18,0909 879 0714,NO,Guadeloupe,02416,1979,09:48:46,153.226068,2.9207805
David Thompson,1977-01-19,+442074960028,YES,Gambia,74043,2012,15:53:54,-65.975436,-3.0349595
Grant Black,1984-05-31,+441314960602,YES,Tunisia,63020,2014,13:07:21,145.292292,-33.1662585
Kara Brown,1997-06-14,(0118)4960266,YES,Bouvet Island (Bouvetoya),77758,1973,22:09:57,174.166635,-16.916728
Rachel Douglas,1997-10-08,(0113)4960614,YES,Latvia,55073,2005,03:38:27,161.192396,0.659006
Felicia Griffith,1980-09-27,(0909) 8790315,YES,Finland,97034,2013,13:05:07,8.612644,14.9500085
Margaret Coleman,1971-08-24,0114 496 0394,YES,Belarus,71744,1983,21:55:17,-119.366137,-12.9986115
Ricardo Edwards,2009-12-19,+441174960472,YES,Pitcairn Islands,66106,1984,13:41:14,45.364709,23.1151755
Michelle Daniels,2000-06-07,0292018520,NO,United States Virgin Islands,43997,1979,14:43:30,-174.902311,-85.723452
Steven Clark,1999-11-03,(0116)4960929,YES,Jordan,04873,2017,03:17:12,54.864668,83.504680
Ronald Goodman,2011-04-21,0114 4960540,NO,Jamaica,99487,2013,16:36:35,-61.187947,14.2487415
Jennifer Holmes,1973-03-18,0151 496 0287,YES,France,18722,2007,16:17:44,-66.476652,-79.8641715
Ashley Lewis,1976-04-18,(0161) 4960666,YES,Guatemala,54628,1998,07:16:34,-52.297682,4.0794395
Melinda Rice,1984-05-26,+44114 496 0783,NO,Paraguay,43502,1986,03:14:28,-66.237332,30.6079685
Gabriel Crawford,2008-05-17,+44(0)1514960026,NO,Greenland,20355,1988,19:59:58,9.817817,-89.181886
Brian Armstrong,2001-10-25,+44117 496 0034,YES,United Arab Emirates,11487,2019,03:00:57,58.869558,-86.3930405
Renee Burns,2011-04-12,(0116) 4960985,NO,Kenya,56391,1996,16:29:51,-122.156774,35.449711
Mrs. Paula Hays MD,2013-01-30,+44118 496 0034,YES,Northern Mariana Islands,12262,1978,21:44:36,175.967922,45.1370185
Linda Lopez,1989-06-03,(0114) 496 0515,YES,Dominica,52017,1973,14:12:08,-42.756824,-2.3058165
Lisa Turner,2018-07-21,+44(0)306 9990051,NO,Vietnam,67396,1976,05:57:28,114.598429,-66.493537
Linda Mcconnell,2017-12-13,+44(0)28 9018633,NO,Burkina Faso,57690,1993,07:27:11,-13.447411,55.4518195
Christopher Lawrence,1972-09-24,08081570941,NO,Saint Lucia,44769,2000,01:00:36,178.936950,-36.320563
Erin Sparks,1983-08-25,0131 4960417,NO,Benin,74320,2009,00:02:10,96.767718,-49.181238
Charles Lee,1998-06-15,+44(0)1614960402,YES,Chile,23152,2020,16:40:26,-63.618573,-56.5285095
Jeremy Scott,1998-03-17,+44(0)115 4960889,YES,Burundi,72706,1992,22:55:18,-137.453732,67.2135325
William Leach,1999-03-11,+44(0)131 4960525,YES,Somalia,93089,2006,20:21:33,-45.581868,-83.2957715
Barbara Kelly,2006-04-25,+4429 2018680,YES,Saint Lucia,37741,1971,08:24:29,103.187934,-4.0268335
Pamela Adams,2008-05-25,+44(0)306 9990665,NO,French Southern Territories,70222,2014,04:41:12,-68.172950,17.503591
Ashley Davis,2005-11-13,+44113 496 0878,YES,Lesotho,39677,2004,03:18:38,-124.528593,40.3582455
Maxwell Sandoval,2006-03-14,0115 4960195,YES,Guatemala,48624,2015,12:42:08,53.391122,-10.4293095
Crystal Golden,1970-04-06,0116 4960233,NO,Ghana,15082,1988,15:34:20,-88.509801,-22.9940175
Bonnie Foster,1970-07-14,+44118 496 0725,YES,China,83848,1995,19:15:01,172.954140,-11.0212385
Tammy Smith,2011-02-10,+44(0)1414960859,NO,Spain,79517,2006,10:06:30,52.202955,61.3018385
Michael Giles,2007-09-18,(0115)4960637,YES,Costa Rica,39592,1974,19:01:36,-73.750684,85.089165
Pamela Anderson,1986-05-02,+44808 157 0636,YES,Guinea-Bissau,54575,1979,17:45:57,-48.601774,36.7091375
Andrew Snyder,2014-04-20,0289018604,NO,Jordan,63711,1977,05:39:51,59.993737,-32.535116
Kelly Martinez,1971-08-10,+441414960314,NO,Indonesia,61646,1980,00:47:42,-85.328906,59.2597665
Christina Rodriguez,1973-10-08,+44121 4960558,NO,Seychelles,79526,2014,09:18:49,-124.517235,-81.9202015
Rhonda Palmer,2012-11-14,+44(0)113 4960961,YES,Turks and Caicos Islands,47375,2016,04:30:50,-114.454378,-0.7434045
Anthony Wallace,1993-10-29,08081570551,YES,Madagascar,88251,1976,16:00:19,76.036388,-13.4266435
Maria Sandoval,1972-08-07,+44(0)20 74960520,NO,South Georgia and the South Sandwich Islands,22511,1998,20:26:56,-106.882743,18.469787
Angela Gilbert,1997-11-19,09098790363,YES,Turks and Caicos Islands,02875,1995,02:25:45,42.165460,44.2697755
Rachel Gilbert,2008-06-26,+44(0)117 4960987,YES,Jordan,68999,1996,19:08:58,-94.146419,-39.6917075
Cindy Carrillo,2013-01-15,(0191) 4960333,NO,Czech Republic,78362,1981,00:46:54,78.637716,-54.6504625
Scott Prince,1987-09-23,(0115)4960122,NO,United States of America,70189,1977,20:27:01,107.700043,49.7968895
Margaret Duke,2007-02-14,+441414960116,NO,Ukraine,92638,2017,10:37:42,8.937595,51.439564
Kevin Peters,1972-12-22,+44(0)114 4960683,NO,Colombia,10342,1992,13:41:30,127.099007,-74.9187635
Kristi Hayes,1995-12-01,(029) 2018921,NO,Lebanon,45152,2015,22:09:51,46.689874,58.7691185
Joshua Sanders,1971-08-18,+441632 960 264,YES,Somalia,44410,2021,23:09:47,-108.725719,7.258024
Miss Denise Graham,2014-08-01,+4428 9018 0607,YES,Slovakia (Slovak Republic),86481,1986,05:14:37,-70.701589,82.554334
Harry Mccall,1996-12-25,+44(0)28 9018936,YES,Albania,25813,2010,04:21:41,-144.516947,26.083471
Angela Yang,2011-07-30,+44808 1570099,NO,Palestinian Territory,36693,2021,22:28:55,-48.563662,53.612836
Christina Smith,2010-04-27,+44(0)1184960363,YES,Cameroon,37160,1994,02:16:02,179.009917,-24.694228
Mrs. Claudia Riley DVM,1989-04-28,+44(0)1514960706,YES,Antarctica (the territory South of 60 deg S),24639,1996,13:55:03,-38.831280,62.5885205
Michael Miles,1982-01-10,+4420 7496 0375,YES,Belgium,26628,2001,12:40:52,-58.662286,-60.811275
Elizabeth Hunt,1985-07-25,+44(0)115 4960216,NO,Cayman Islands,97435,2016,17:09:03,-37.149109,56.012611
Cheryl Hardin,1983-10-19,(0808)1570654,YES,Saudi Arabia,12312,2004,07:06:36,-107.661211,-42.642598
Lisa Rubio,1973-07-04,+44(0)118 4960252,YES,Canada,63371,2016,02:40:40,-165.563226,6.7575895
Janice Turner,1985-08-01,0117 496 0050,YES,Ghana,28902,2014,04:21:58,-113.373848,39.507588
James Davis PhD,2019-05-10,0141 496 0472,YES,British Indian Ocean Territory (Chagos Archipelago),42551,1991,02:07:31,41.002362,-59.4257975
Peter Perez,2010-12-28,+44117 496 0932,YES,United States Minor Outlying Islands,38332,2018,09:03:13,-61.796211,27.9066925
Shawn Stewart,2018-08-15,01184960935,YES,India,18913,2010,04:10:53,144.033179,52.106169
Thomas Mitchell,1973-06-24,+44(0)151 4960787,YES,Antarctica (the territory South of 60 deg S),04608,2012,22:52:23,-54.661588,-84.608652
Norma Peterson,2006-01-05,+44116 496 0776,YES,Sudan,85117,1982,20:06:18,110.565923,-74.604719
Joseph Clark,2011-04-12,(0161) 4960585,YES,Micronesia,95197,1997,02:42:33,151.155434,-58.2366475
Timothy Bass,2004-06-13,+44(0)8081570807,YES,Albania,90279,1979,12:21:45,-45.497908,-72.717715
Lisa Rodriguez,1992-12-26,+44(0)1174960511,NO,Pitcairn Islands,74502,1988,19:44:07,-131.629106,-86.8630895
Elizabeth Williams,1990-06-30,01154960821,YES,Uzbekistan,85137,1979,18:28:29,-96.417171,6.312815
Jeremy Miller,2014-07-10,+44(0)161 4960621,YES,Guinea,33807,1976,23:00:50,-45.427830,-32.848401
Tracey Hall,1996-03-03,+44(0)1632960726,NO,Bahrain,80764,1988,19:31:18,81.018304,77.191053
Kayla Moore,2001-04-12,(029) 2018 0751,NO,Liberia,91688,2007,08:38:28,-47.611893,70.1991045
Sara Reyes PhD,1982-01-08,+44(0)2074960239,YES,Falkland Islands (Malvinas),76065,2001,07:37:08,-30.822761,-56.986265
Sarah Mendoza,1976-10-16,+44(0)20 7496 0027,NO,Guinea-Bissau,77411,1970,03:09:42,90.469474,-19.8069825
Jennifer Moore,2014-08-19,+44(0)808 157 0649,NO,Martinique,05653,1979,17:16:04,3.909643,-33.8783065
Rachel Rojas,1980-06-25,(020)74960238,YES,Marshall Islands,58800,2020,14:08:33,178.191759,23.570453
Kathryn Garcia,1998-05-12,(0909) 879 0791,NO,Turks and Caicos Islands,96132,1979,09:13:01,71.904866,44.239072
Laura Thompson,2005-02-01,01154960368,NO,Jordan,43889,2000,17:30:01,140.521550,-61.4995865
Mark Leach,2000-05-22,+44131 496 0031,NO,Dominican Republic,04982,1988,22:38:11,178.585740,-8.661612
Dylan Howe,2014-02-14,(0151)4960100,NO,Puerto Rico,48199,2019,21:03:28,177.541134,-70.697805
Lori Williamson,2003-10-10,+441164960888,YES,Sweden,23522,2004,22:27:19,161.272514,-50.490363
Brittany Stephens,1996-09-05,(0306)9990453,NO,Faroe Islands,97064,2018,19:02:23,-117.607346,-54.2442735
Felicia Foster,1973-07-19,+44118 4960925,NO,Saint Vincent and the Grenadines,80979,2005,03:06:52,-167.665931,-56.177876
Catherine Dunlap,2010-10-12,(0306) 999 0475,YES,Tanzania,16690,2002,15:14:04,-69.279275,76.861456
Laurie Watkins,2002-01-02,+44114 4960189,YES,Slovenia,24268,2003,22:57:05,-139.364663,-40.5923695
Amanda Davis,2002-08-24,0306 999 0496,YES,Tonga,86778,2008,07:05:57,7.710369,38.8111465
David Davis,2018-06-30,+44161 496 0439,YES,Montserrat,23578,1976,11:37:32,45.675022,89.2050615
Gary Alvarez,2015-10-27,(0118)4960866,NO,Spain,20160,2020,23:12:44,-72.518530,-73.6374375
Bob Hunt,2018-11-18,+44(0)1632 960083,NO,Cote d'Ivoire,27049,1988,11:00:13,-157.121761,-89.569868
Stacy Richards,2019-05-12,0113 496 0455,YES,Macedonia,86289,1973,01:50:38,-18.352794,-25.9704625
Paul Hayes,1979-11-23,+4428 9018873,NO,Martinique,71170,1999,17:54:12,-7.426433,-64.3943515
Robert Nichols,1971-05-14,+44909 8790403,YES,Peru,65723,2013,18:03:30,71.623285,69.2494115
Daniel Alexander,1980-12-11,+44292018581,NO,Cape Verde,45423,1988,13:34:57,-154.241621,-67.346089
David Clayton,1974-07-07,020 7946 0632,YES,Lebanon,68437,1975,23:16:29,-156.839469,-78.5523205
Kenneth Patel,2008-04-30,01184960954,YES,Eritrea,80529,2019,18:38:55,144.753029,34.846749
Jillian Lewis,1986-12-04,(0121)4960716,NO,American Samoa,32674,1992,17:27:37,168.732511,87.426915
Annette White,1976-04-16,(0191) 496 0295,NO,Maldives,69407,1989,09:25:02,15.164785,-7.3279545
Jeanne King,2012-05-01,+44(0)306 999 0173,NO,Madagascar,15081,1974,04:02:21,-66.898260,62.8936865
Vanessa Taylor,1996-11-01,+44289018964,NO,El Salvador,38546,2014,11:48:12,51.232381,42.1266975
Sandra Kelley,2013-11-07,0121 4960839,YES,Syrian Arab Republic,63936,1982,02:35:34,-2.903030,71.398035
Amanda Glass,1973-08-30,01632960981,NO,Cote d'Ivoire,32695,1995,15:32:26,15.005835,8.4815445
Felicia Johnston,1980-10-27,+44(0)113 496 0891,YES,Guam,34997,2014,23:00:20,97.710145,81.0868085
Nicholas Owens,2015-10-17,0131 4960606,NO,Japan,52100,2010,15:34:31,-108.202530,-9.5823605
Gail Thomas,2001-07-22,09098790218,NO,Chad,72924,2007,06:28:01,-101.332998,-58.9187475
Anthony Hanna,1996-05-15,(0116) 4960030,NO,Burundi,37719,1984,08:21:07,57.380979,-2.3331395
Sherry Cook,1975-10-15,+44(0)117 4960640,NO,Cyprus,84425,2007,20:50:18,-91.436993,27.3703025
Rachel Brown,1995-10-22,(0118) 4960634,YES,Cape Verde,09241,1991,19:43:46,172.240993,-25.736081
Bernard Castro,2004-02-11,(0114) 4960334,NO,Libyan Arab Jamahiriya,68379,2019,00:57:49,165.306178,39.882503
Kathleen Oliver,1997-12-09,(0121) 496 0408,NO,Mauritania,96282,1981,20:53:55,-149.341877,65.797597
Robert Davies,2017-10-04,+44(0)20 74960416,NO,Armenia,51975,1973,01:42:00,-107.777094,-69.8609275
Hannah Shaw,2014-02-06,(0118) 4960083,NO,Cameroon,19125,2011,09:33:50,34.706515,24.9406865
Emma Thomas,1995-04-13,0191 4960357,YES,Uzbekistan,94961,1976,18:46:06,69.051273,3.208348
Lori Richardson,1976-08-28,0292018685,YES,Tokelau,31402,1987,21:54:51,170.129766,-32.4649875
Zoe Woods,1989-03-17,(0306) 999 0848,YES,Eritrea,30866,1980,14:42:34,-146.345144,-5.6319305
Joshua Friedman,1991-06-26,(0808) 1570016,NO,Cook Islands,96515,1993,15:15:00,150.988292,3.678097
Rachael Hanson,1976-12-16,+44808 157 0872,YES,Solomon Islands,62538,1989,20:07:01,-109.394921,55.9356725
Michelle Thompson,1994-08-02,+44(0)117 496 0346,NO,Estonia,60882,2014,06:27:11,-57.467827,-84.4044885
Devin Holmes,2009-08-19,(029) 2018867,NO,Liberia,44126,1981,13:59:47,66.414674,16.2480915
Kevin Humphrey,1999-10-03,+4429 2018919,YES,Ireland,89632,1988,08:49:12,43.606773,54.8057285
Nicole Nguyen,2016-10-07,0116 496 0148,YES,Nicaragua,06392,1984,09:04:42,19.589781,3.423152
Kristin Sullivan,1996-01-05,+44306 999 0343,YES,Tuvalu,61856,2016,14:02:39,137.555958,-21.8150055
Sandra Johnson,2003-12-16,(0114) 4960637,YES,Bhutan,41415,2020,07:39:43,-65.087739,59.350468
Calvin Higgins,2017-04-29,08081570280,NO,Tanzania,97241,1985,05:00:21,126.788484,-12.5553005
Stacy Burton,1974-06-28,+44(0)1632 960440,NO,Guinea-Bissau,17009,2003,04:10:13,-120.525560,-16.5585325
Caroline Carr,1990-03-13,(0191)4960788,NO,Saint Martin,13253,2008,16:57:30,65.818422,89.198362
Logan Lin,2016-09-21,+44191 4960800,YES,Saint Barthelemy,43091,1988,20:28:07,177.400815,-55.9337045
Heather Martinez,2004-01-27,0151 496 0567,YES,Myanmar,70309,2016,21:39:07,103.300605,37.739489
Dillon Roberts,1981-12-28,(0808)1570029,NO,Macao,84868,1988,06:14:45,59.020015,13.6051255
Lisa Walters,1991-12-02,029 2018 0869,NO,Wallis and Futuna,79856,1989,21:47:48,54.750729,-47.904358
Julie Francis,2012-05-08,+441184960059,NO,Burkina Faso,88898,1977,12:07:47,-50.920844,-79.5779975
Rebecca Chavez,2017-11-11,+44(0)131 4960994,NO,New Zealand,01111,2004,04:24:58,83.631913,-7.1187195
Nicole Brooks,1996-03-20,(0131) 496 0270,NO,Indonesia,55202,1989,21:13:07,131.270325,-28.541185
Andrea Higgins,1987-01-17,0115 4960114,NO,Mexico,99548,2007,15:14:42,117.221947,84.5674195
Keith Holt,1971-03-06,0306 999 0146,NO,Argentina,15016,2017,18:05:15,-47.674462,55.6014575
Pamela Wright,1997-03-30,+44(0)121 496 0865,NO,Iran,93490,2010,02:16:11,-35.645232,45.522570
Lauren Mckenzie,1985-11-08,+44(0)141 4960149,YES,Heard Island and McDonald Islands,19394,2004,01:51:29,-133.591303,-58.7503045
William Hernandez,2001-08-18,+44(0)141 496 0520,YES,Kazakhstan,21598,2001,00:12:04,-48.233418,11.210907
Daniel Santiago,1974-06-28,0121 496 0255,NO,Eritrea,58081,1973,09:24:23,-2.968888,-37.827066
Latoya Kelly,2016-03-23,+44(0)1414960822,NO,Qatar,07486,1972,22:04:56,-26.626650,-44.740343
Lisa Hansen,1999-07-05,0909 879 0799,NO,French Southern Territories,16661,1994,21:08:47,121.181978,-18.3384375
John Paul,1973-07-25,(0151) 4960406,YES,Belarus,50119,1993,04:42:43,125.026602,-13.4932715
James Williams,1998-12-25,(0191) 4960079,NO,Saint Pierre and Miquelon,15049,1993,00:56:14,-22.354991,-46.9667165
Matthew Merritt,2006-11-18,(0151) 4960098,NO,Colombia,89199,2011,10:59:11,-92.653561,65.609134
Marc Greene,1989-06-28,(0116) 4960529,YES,Botswana,04289,2011,21:22:04,-36.382591,-66.3829785
Mr. Brandon Wolf,1995-05-14,+44909 8790756,NO,Bulgaria,17767,2010,07:05:12,51.592069,8.2222655
Karen Sanders,1986-08-04,(0115) 4960216,YES,Holy See (Vatican City State),47089,1989,03:45:37,109.255217,-12.440528
